Origin,Destination,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Price
Quetta,Toronto,1:20pm - 9:30am,2023-05-10,2023-05-18,53h 10m (2 stops),12h 5m in Karachi (KHI) - 23h 45m in Dubai (DXB),Multiple airlines,2112
Quetta,Toronto,1:20pm - 9:30am,2023-05-10,2023-05-18,53h 10m (2 stops),21h 35m in Karachi (KHI) - 14h 10m in Dubai (DXB),Multiple airlines,2112
Quetta,Riyadh,1:20pm - 2:25am,2023-05-10,2023-05-18,15h 5m (2 stops),7h 50m in Karachi (KHI) - 1h 40m in Dubai (DXB),Multiple airlines,668
Quetta,Riyadh,1:20pm - 2:25am,2023-05-10,2023-05-18,15h 5m (2 stops),1h 55m in Karachi (KHI) - 7h 35m in Dubai (DXB),Multiple airlines ,668
Quetta,Riyadh,1:20pm - 8:05am,2023-05-10,2023-05-18,20h 45m (2 stops),1h 55m in Karachi (KHI) - 13h 20m in Dubai (DXB),Multiple airlines ,668
Quetta,Jeddah,6:05pm - 3:45am,2023-05-10,2023-05-18,11h 40m (1 stop),5h 10m in Islamabad (ISB),Pakistan International Airlines,583
Quetta,Jeddah,6:05pm - 8:10pm,2023-05-10,2023-05-18,28h 5m (1 stop),21h 35m in Islamabad (ISB),Pakistan International Airlines,583
Quetta,Jeddah,1:20pm - 2:10am,2023-05-10,2023-05-18,14h 50m (2 stops),1h 55m in Karachi (KHI) - 6h 30m in Dubai (DXB),Multiple airlines ,632
Quetta,Dammam,6:05pm - 12:35pm,2023-05-10,2023-05-18,20h 30m (1 stop),15h 20m in Islamabad (ISB),Pakistan International Airlines,592
Quetta,Dammam,1:20pm - 9:20pm,2023-05-10,2023-05-18,10h 0m (2 stops),1h 55m in Karachi (KHI) - 3h in Dubai (DXB),Multiple airlines ,657
Quetta,Dammam,1:20pm - 8:00am,2023-05-10,2023-05-18,20h 40m (2 stops),12h 5m in Karachi (KHI) - 3h 55m in Dubai (DXB),Multiple airlines,657
Quetta,Dubai,1:20pm - 3:15pm,2023-05-10,2023-05-18,26h 55m (1 stop),23h 15m in Karachi (KHI),Pakistan International Airlines,410
Quetta,Dubai,1:20pm - 11:45pm,2023-05-10,2023-05-18,11h 25m (1 stop),7h 50m in Karachi (KHI),Multiple airlines,469
Quetta,Dubai,1:20pm - 3:45am,2023-05-10,2023-05-18,15h 25m (1 stop),12h 5m in Karachi (KHI),Multiple airlines,469
Quetta,Abu Dhabi,1:20pm - 3:45am,2023-05-10,2023-05-18,15h 25m (2 stops),7h 50m in Karachi (KHI) - 1h 45m in Dubai (DXB),Flight + Bus,526
Quetta,Abu Dhabi,1:20pm - 5:15am,2023-05-10,2023-05-18,16h 55m (2 stops),7h 50m in Karachi (KHI) - 3h 15m in Dubai (DXB),Flight + Bus,526
Quetta,Abu Dhabi,1:20pm - 8:45am,2023-05-10,2023-05-18,20h 25m (2 stops),12h 5m in Karachi (KHI) - 2h 45m in Dubai (DXB),Flight + Bus,526
Quetta,London,1:20pm - 4:10pm,2023-05-10,2023-05-18,30h 50m (2 stops),1h 55m in Karachi (KHI) - 17h 35m in Dubai (DXB),Multiple airlines ,998
Quetta,London,1:20pm - 4:10pm,2023-05-10,2023-05-18,30h 50m (2 stops),14h 10m in Karachi (KHI) - 5h 20m in Dubai (DXB),Multiple airlines ,998
Quetta,London,1:20pm - 4:10pm,2023-05-10,2023-05-18,30h 50m (2 stops),7h 50m in Karachi (KHI) - 11h 40m in Dubai (DXB),Multiple airlines,998
Quetta,Manchester,1:20pm - 7:45am,2023-05-10,2023-05-18,22h 25m (2 stops),1h 55m in Karachi (KHI) - 9h 10m in Dubai (DXB),Multiple airlines ,1003
Quetta,Manchester,1:20pm - 7:45am,2023-05-10,2023-05-18,22h 25m (2 stops),7h 50m in Karachi (KHI) - 3h 15m in Dubai (DXB),Multiple airlines,1003
Quetta,Manchester,1:20pm - 7:15pm,2023-05-10,2023-05-18,33h 55m (2 stops),14h 10m in Karachi (KHI) - 8h 25m in Dubai (DXB),Multiple airlines ,1003
Quetta,New York,1:20pm - 8:50am,2023-05-10,2023-05-18,28h 30m (2 stops),7h 50m in Karachi (KHI) - 3h 5m in Dubai (DXB),Multiple airlines,1552
Quetta,New York,1:20pm - 6:55pm,2023-05-10,2023-05-18,38h 35m (3 stops),7h 50m in Karachi (KHI) - 10h in Dubai (DXB) - 1h 50m in Milan (MXP),Multiple airlines,1552
Quetta,New York,1:20pm - 6:55pm,2023-05-10,2023-05-18,38h 35m (3 stops),12h 5m in Karachi (KHI) - 6h in Dubai (DXB) - 1h 50m in Milan (MXP),Multiple airlines,1552
Quetta,Los Angeles,1:20pm - 2:15pm,2023-05-10,2023-05-18,36h 55m (2 stops),12h 5m in Karachi (KHI) - 5h 10m in Dubai (DXB),Multiple airlines,1795
Quetta,Los Angeles,1:20pm - 2:15pm,2023-05-10,2023-05-18,36h 55m (2 stops),7h 50m in Karachi (KHI) - 9h 10m in Dubai (DXB),Multiple airlines,1795
Quetta,Los Angeles,1:20pm - 2:15pm,2023-05-10,2023-05-18,60h 55m (2 stops),21h 35m in Karachi (KHI) - 19h 35m in Dubai (DXB),Multiple airlines,1795
Quetta,Chicago,6:05pm - 8:40am,2023-05-10,2023-05-18,48h 35m (2 stops),9h in Islamabad (ISB) - 20h in Abu Dhabi (AUH),Multiple airlines,1662
Quetta,Chicago,1:20pm - 8:40am,2023-05-10,2023-05-18,53h 20m (2 stops),13h 20m in Karachi (KHI) - 21h 40m in Abu Dhabi (AUH),Multiple airlines,1717
Quetta,Chicago,1:20pm - 8:40am,2023-05-10,2023-05-18,29h 20m (2 stops),4h in Karachi (KHI) - 7h in Abu Dhabi (AUH),Multiple airlines,1947
Islamabad,Montreal,9:20am - 2:17pm,2023-05-10,2023-05-19,37h 57m (2 stops),14h 25m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Air Canada ,2315
Islamabad,Montreal,9:20am - 6:17pm,2023-05-10,2023-05-19,41h 57m (2 stops),14h 25m in Dubai (DXB) - 8h 55m in Toronto (YYZ),Air Canada ,2315
Islamabad,Montreal,9:20am - 11:17am,2023-05-10,2023-05-19,34h 57m (2 stops),14h 25m in Dubai (DXB) - 1h 55m in Toronto (YYZ),Air Canada ,2484
Islamabad,Edmonton,9:20am - 3:45pm,2023-05-10,2023-05-19,65h 25m (2 stops),21h 20m in Dubai (DXB) - 21h 15m in Los Angeles (LAX),Multiple airlines,2722
Islamabad,Edmonton,9:20am - 2:51pm,2023-05-10,2023-05-19,64h 31m (2 stops),22h 20m in Dubai (DXB) - 22h 40m in Seattle (SEA),Multiple airlines ,2723
Islamabad,Edmonton,3:35am - 2:51pm,2023-05-10,2023-05-19,46h 16m (2 stops),2h 40m in Doha (DOH) - 23h 30m in Seattle (SEA),Multiple airlines ,2822
Islamabad,Ottawa,9:20am - 1:13pm,2023-05-10,2023-05-19,36h 53m (2 stops),15h 55m in Dubai (DXB) - 2h 40m in Toronto (YYZ),Emirates ,2353
Islamabad,Ottawa,3:35am - 7:34pm,2023-05-10,2023-05-19,24h 59m (2 stops),2h 40m in Doha (DOH) - 3h 10m in Boston (BOS),Multiple airlines ,2523
Islamabad,Ottawa,9:20am - 11:13am,2023-05-10,2023-05-19,34h 53m (2 stops),14h 25m in Dubai (DXB) - 2h 5m in Toronto (YYZ),Air Canada ,2650
Islamabad,Quebec City,9:20am - 4:56pm,2023-05-10,2023-05-19,40h 36m (2 stops),14h 25m in Dubai (DXB) - 7h 25m in Toronto (YYZ),Air Canada ,2372
Islamabad,Quebec City,9:20am - 8:21pm,2023-05-10,2023-05-19,44h 1m (2 stops),14h 25m in Dubai (DXB) - 10h 50m in Toronto (YYZ),Air Canada ,2372
Islamabad,Quebec City,9:20am - 9:21pm,2023-05-10,2023-05-19,45h 1m (2 stops),14h 25m in Dubai (DXB) - 11h 50m in Toronto (YYZ),Air Canada ,2372
Islamabad,Winnipeg,7:30pm - 7:10pm,2023-05-10,2023-05-19,33h 40m (2 stops),11h 5m in Abu Dhabi (AUH) - 2h 40m in Toronto (YYZ),Multiple airlines,2397
Islamabad,Winnipeg,7:30pm - 9:08pm,2023-05-10,2023-05-19,35h 38m (2 stops),11h 5m in Abu Dhabi (AUH) - 4h 35m in Toronto (YYZ),Multiple airlines,2397
Islamabad,Winnipeg,7:30pm - 10:39am,2023-05-10,2023-05-19,49h 9m (2 stops),11h 5m in Abu Dhabi (AUH) - 18h 5m in Toronto (YYZ),Multiple airlines,2397
Islamabad,Jeddah,4:25am - 4:10pm,2023-05-10,2023-05-19,13h 45m (1 stop),7h 35m in Abu Dhabi (AUH),Etihad Airways,486
Islamabad,Jeddah,4:25am - 11:05am,2023-05-10,2023-05-19,8h 40m (1 stop),2h 30m in Abu Dhabi (AUH),Etihad Airways,505
Islamabad,Dammam,4:25am - 3:15am,2023-05-10,2023-05-19,24h 50m (1 stop),20h 5m in Abu Dhabi (AUH),Etihad Airways,449
Islamabad,Dammam,3:05am - 11:10am,2023-05-10,2023-05-19,10h 5m (1 stop),2h 45m in Jeddah (JED),Saudi Arabian Airlines,496
Islamabad,Dammam,10:25am - 7:10pm,2023-05-10,2023-05-19,10h 45m (1 stop),3h 25m in Jeddah (JED),Saudi Arabian Airlines,496
Islamabad,Dubai,10:00pm - 3:15pm,2023-05-10,2023-05-19,18h 15m (1 stop),14h in Karachi (KHI),Pakistan International Airlines,394
Islamabad,Dubai,7:00pm - 3:15pm,2023-05-10,2023-05-19,21h 15m (1 stop),17h in Karachi (KHI),Pakistan International Airlines,394
Islamabad,Dubai,4:00pm - 3:15pm,2023-05-10,2023-05-19,24h 15m (1 stop),20h in Karachi (KHI),Pakistan International Airlines,394
Islamabad,London,5:30am - 2:45pm,2023-05-10,2023-05-19,13h 15m (1 stop),2h 50m in Kuwait City (KWI),Kuwait Airways,918
Islamabad,London,10:00pm - 4:10pm,2023-05-10,2023-05-19,22h 10m (2 stops),4h 55m in Karachi (KHI) - 5h 20m in Dubai (DXB),Multiple airlines ,968
Islamabad,London,7:00pm - 4:10pm,2023-05-10,2023-05-19,25h 10m (2 stops),5h 50m in Karachi (KHI) - 7h 40m in Dubai (DXB),Multiple airlines,968
Islamabad,Manchester,4:00pm - 7:45am,2023-05-10,2023-05-19,19h 45m (2 stops),4h 35m in Karachi (KHI) - 3h 15m in Dubai (DXB),Multiple airlines,926
Islamabad,Manchester,9:20am - 7:15pm,2023-05-10,2023-05-19,13h 55m (1 stop),2h 55m in Dubai (DXB),Emirates,947
Islamabad,Manchester,9:20am - 7:45am,2023-05-10,2023-05-19,26h 25m (1 stop),15h 25m in Dubai (DXB),Emirates,947
Karachi,Vancouver,4:35pm - 4:05pm,2023-05-10,2023-05-19,35h 30m (2 stops),7h 5m in Dubai (DXB) - 9h 40m in Amsterdam (AMS),Multiple airlines,1498
Karachi,Vancouver,4:00am - 5:04pm,2023-05-10,2023-05-19,25h 4m (2 stops),3h 5m in Doha (DOH) - 3h 35m in Seattle (SEA),Multiple airlines ,1725
Karachi,Vancouver,4:00am - 5:04pm,2023-05-10,2023-05-19,25h 4m (2 stops),3h 5m in Doha (DOH) - 3h 35m in Seattle (SEA),Qatar Airways ,1736
Karachi,Montreal,10:30am - 10:46pm,2023-05-10,2023-05-19,45h 16m (2 stops),21h in Doha (DOH) - 5h 30m in Philadelphia (PHL),Qatar Airways ,1820
Karachi,Montreal,10:30pm - 2:17pm,2023-05-10,2023-05-19,24h 47m (2 stops),2h 15m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Air Canada ,1831
Karachi,Montreal,10:30pm - 6:17pm,2023-05-10,2023-05-19,28h 47m (2 stops),2h 15m in Dubai (DXB) - 8h 55m in Toronto (YYZ),Air Canada ,1841
Karachi,Calgary,4:00am - 11:33pm,2023-05-10,2023-05-19,30h 33m (2 stops),3h 25m in Doha (DOH) - 5h in Los Angeles (LAX),Multiple airlines,1691
Karachi,Calgary,4:00am - 3:10pm,2023-05-10,2023-05-19,46h 10m (2 stops),3h 5m in Doha (DOH) - 24h in Seattle (SEA),Multiple airlines ,1720
Karachi,Calgary,2:45am - 8:51pm,2023-05-10,2023-05-19,53h 6m (2 stops),23h 5m in Dubai (DXB) - 8h 35m in New York (JFK),Emirates ,1755
Karachi,Edmonton,5:55am - 2:51pm,2023-05-10,2023-05-19,43h 56m (2 stops),4h 25m in Istanbul (IST) - 19h 45m in Seattle (SEA),Multiple airlines ,1831
Karachi,Edmonton,2:45am - 3:45pm,2023-05-10,2023-05-19,48h 0m (2 stops),5h 10m in Dubai (DXB) - 21h 15m in Los Angeles (LAX),Multiple airlines,1909
Karachi,Edmonton,4:00am - 2:51pm,2023-05-10,2023-05-19,45h 51m (2 stops),3h 5m in Doha (DOH) - 23h 30m in Seattle (SEA),Multiple airlines ,2061
Karachi,Halifax,10:30pm - 4:25pm,2023-05-10,2023-05-19,25h 55m (2 stops),2h 15m in Dubai (DXB) - 5h 15m in Toronto (YYZ),Air Canada ,2031
Karachi,Halifax,10:30pm - 4:25pm,2023-05-10,2023-05-19,25h 55m (2 stops),2h 15m in Dubai (DXB) - 5h 15m in Toronto (YYZ),Multiple airlines,2031
Karachi,Halifax,10:30pm - 7:15pm,2023-05-10,2023-05-19,28h 45m (2 stops),2h 15m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Air Canada ,2031
Karachi,Quebec City,11:55pm - 9:55pm,2023-05-10,2023-05-19,55h 0m (2 stops),23h 30m in Dubai (DXB) - 14h 45m in Paris (CDG),Multiple airlines,1351
Karachi,Quebec City,10:30pm - 10:51pm,2023-05-10,2023-05-19,33h 21m (2 stops),2h 15m in Dubai (DXB) - 13h 20m in Toronto (YYZ),Air Canada ,1941
Karachi,Quebec City,4:35pm - 10:51pm,2023-05-10,2023-05-19,39h 16m (2 stops),8h 10m in Dubai (DXB) - 13h 20m in Toronto (YYZ),Multiple airlines ,1951
Karachi,Winnipeg,2:45am - 4:00pm,2023-05-10,2023-05-19,47h 15m (2 stops),5h 10m in Dubai (DXB) - 20h 15m in Los Angeles (LAX),Multiple airlines,1855
Karachi,Winnipeg,4:00am - 7:31pm,2023-05-10,2023-05-19,25h 31m (2 stops),3h 50m in Abu Dhabi (AUH) - 3h in Toronto (YYZ),Etihad Airways ,1968
Karachi,Winnipeg,10:30pm - 11:40am,2023-05-10,2023-05-19,23h 10m (2 stops),2h 15m in Dubai (DXB) - 1h 55m in Toronto (YYZ),Air Canada ,2022
Karachi,Riyadh,6:40am - 3:00pm,2023-05-10,2023-05-19,10h 20m (1 stop),6h 20m in Manama (BAH),Gulf Air,354
Karachi,Riyadh,6:40am - 5:00pm,2023-05-10,2023-05-19,12h 20m (1 stop),8h 20m in Manama (BAH),Gulf Air,354
Karachi,Riyadh,6:40am - 9:35pm,2023-05-10,2023-05-19,16h 55m (1 stop),12h 50m in Manama (BAH),Gulf Air,354
Karachi,Jeddah,4:00am - 11:05am,2023-05-10,2023-05-19,9h 5m (1 stop),4h 10m in Abu Dhabi (AUH),Etihad Airways,349
Karachi,Jeddah,4:00am - 4:10pm,2023-05-10,2023-05-19,14h 10m (1 stop),9h 15m in Abu Dhabi (AUH),Etihad Airways,349
Karachi,Jeddah,6:40pm - 4:10pm,2023-05-10,2023-05-19,23h 30m (1 stop),18h 35m in Abu Dhabi (AUH),Etihad Airways,349
Karachi,London,6:40pm - 6:45pm,2023-05-10,2023-05-19,28h 5m (1 stop),18h 35m in Abu Dhabi (AUH),Etihad Airways,827
Karachi,London,5:55am - 4:45pm,2023-05-10,2023-05-19,14h 50m (1 stop),5h 5m in Istanbul (IST),Turkish Airlines,857
Karachi,London,10:30am - 6:00pm,2023-05-10,2023-05-19,11h 30m (1 stop),1h 25m in Doha (DOH),Qatar Airways,859
Karachi,Manchester,6:40pm - 6:55am,2023-05-10,2023-05-19,16h 15m (1 stop),6h 25m in Abu Dhabi (AUH),Etihad Airways,769
Karachi,Manchester,4:00am - 6:55am,2023-05-10,2023-05-19,30h 55m (1 stop),21h 5m in Abu Dhabi (AUH),Etihad Airways,769
Karachi,Manchester,6:40am - 7:15am,2023-05-10,2023-05-19,28h 35m (1 stop),18h 45m in Manama (BAH),Gulf Air,834
Karachi,New York,5:55am - 11:20am,2023-05-10,2023-05-19,38h 25m (1 stop),21h 50m in Istanbul (IST),Turkish Airlines,1249
Karachi,New York,5:55am - 5:50pm,2023-05-10,2023-05-19,20h 55m (1 stop),4h 20m in Istanbul (IST),Turkish Airlines,1311
Karachi,New York,4:00am - 12:40pm,2023-05-10,2023-05-19,41h 40m (2 stops),21h 20m in Abu Dhabi (AUH) - 2h 45m in Paris (CDG),Multiple airlines ,1363
Lahore,Toronto,9:00am - 8:05am,2023-05-10,2023-05-19,32h 5m (1 stop),14h 45m in Dubai (DXB),Air Canada ,1854
Lahore,Toronto,3:30am - 8:05am,2023-05-10,2023-05-19,37h 35m (1 stop),20h 20m in Dubai (DXB),Air Canada ,1854
Lahore,Toronto,4:50am - 2:55pm,2023-05-10,2023-05-19,19h 5m (1 stop),1h 45m in Abu Dhabi (AUH),Etihad Airways,1965
Lahore,Vancouver,9:00am - 11:59pm,2023-05-10,2023-05-19,50h 59m (2 stops),14h 45m in Dubai (DXB) - 13h 55m in Toronto (YYZ),Air Canada ,2041
Lahore,Vancouver,9:00am - 6:06pm,2023-05-10,2023-05-19,45h 6m (2 stops),14h 45m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Air Canada ,2051
Lahore,Vancouver,3:30am - 6:06pm,2023-05-10,2023-05-19,50h 36m (2 stops),20h 20m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Air Canada ,2051
Lahore,Montreal,9:00am - 3:10pm,2023-05-10,2023-05-19,39h 10m (2 stops),14h in Dubai (DXB) - 6h 40m in Z-rich (ZRH),Multiple airlines ,1272
Lahore,Montreal,9:00am - 11:45am,2023-05-10,2023-05-19,35h 45m (2 stops),13h 35m in Dubai (DXB) - 4h 10m in Frankfurt (FRA),Multiple airlines ,1676
Lahore,Montreal,9:00am - 4:05pm,2023-05-10,2023-05-19,40h 5m (2 stops),13h 35m in Dubai (DXB) - 8h 35m in Frankfurt (FRA),Multiple airlines,1676
Lahore,Edmonton,12:15am - 3:20pm,2023-05-10,2023-05-19,50h 5m (3 stops),23h 15m in Muscat (MCT) - 1h 25m in Kuwait City (KWI) - 4h 45m in Amsterdam (AMS),Multiple airlines,1935
Lahore,Edmonton,3:30am - 3:45pm,2023-05-10,2023-05-19,47h 15m (2 stops),3h 15m in Dubai (DXB) - 21h 15m in Los Angeles (LAX),Multiple airlines,2065
Lahore,Edmonton,5:45am - 2:51pm,2023-05-10,2023-05-19,44h 6m (2 stops),4h 10m in Istanbul (IST) - 19h 45m in Seattle (SEA),Multiple airlines ,2148
Lahore,Ottawa,9:00am - 11:13am,2023-05-10,2023-05-19,35h 13m (2 stops),14h 45m in Dubai (DXB) - 2h 5m in Toronto (YYZ),Air Canada ,1931
Lahore,Ottawa,9:00am - 1:13pm,2023-05-10,2023-05-19,37h 13m (2 stops),14h 45m in Dubai (DXB) - 4h 5m in Toronto (YYZ),Air Canada ,1931
Lahore,Ottawa,9:00am - 4:13pm,2023-05-10,2023-05-19,40h 13m (2 stops),14h 45m in Dubai (DXB) - 7h 5m in Toronto (YYZ),Air Canada ,1931
Lahore,Halifax,9:00am - 4:25pm,2023-05-10,2023-05-19,39h 25m (2 stops),14h 45m in Dubai (DXB) - 5h 15m in Toronto (YYZ),Air Canada ,2081
Lahore,Halifax,9:00am - 4:25pm,2023-05-10,2023-05-19,39h 25m (2 stops),14h 45m in Dubai (DXB) - 5h 15m in Toronto (YYZ),Multiple airlines,2081
Lahore,Halifax,9:00am - 7:15pm,2023-05-10,2023-05-19,42h 15m (2 stops),14h 45m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Multiple airlines,2081
Lahore,Quebec City,9:00am - 4:56pm,2023-05-10,2023-05-19,40h 56m (2 stops),14h 45m in Dubai (DXB) - 7h 25m in Toronto (YYZ),Multiple airlines ,2091
Lahore,Quebec City,9:00am - 4:56pm,2023-05-10,2023-05-19,40h 56m (2 stops),14h 45m in Dubai (DXB) - 7h 25m in Toronto (YYZ),Air Canada ,2091
Lahore,Quebec City,9:00am - 8:21pm,2023-05-10,2023-05-19,44h 21m (2 stops),14h 45m in Dubai (DXB) - 10h 50m in Toronto (YYZ),Air Canada ,2091
Lahore,Winnipeg,3:30am - 4:00pm,2023-05-10,2023-05-19,46h 30m (2 stops),3h 15m in Dubai (DXB) - 20h 15m in Los Angeles (LAX),Multiple airlines,2012
Lahore,Winnipeg,9:00am - 11:40am,2023-05-10,2023-05-19,36h 40m (2 stops),14h 45m in Dubai (DXB) - 1h 55m in Toronto (YYZ),Air Canada ,2022
Lahore,Winnipeg,3:30am - 11:40am,2023-05-10,2023-05-19,42h 10m (2 stops),20h 20m in Dubai (DXB) - 1h 55m in Toronto (YYZ),Air Canada ,2022
Lahore,Riyadh,2:35am - 9:50am,2023-05-10,2023-05-19,9h 15m (1 stop),2h 15m in Jeddah (JED),Saudi Arabian Airlines,405
Lahore,Riyadh,2:35am - 10:50am,2023-05-10,2023-05-19,10h 15m (1 stop),3h 15m in Jeddah (JED),Saudi Arabian Airlines,405
Lahore,Riyadh,2:35am - 11:50am,2023-05-10,2023-05-19,11h 15m (1 stop),4h 15m in Jeddah (JED),Saudi Arabian Airlines,405
Lahore,Jeddah,4:25am - 1:25pm,2023-05-10,2023-05-19,11h 0m (1 stop),4h 40m in Riyadh (RUH),flynas,489
Lahore,Jeddah,10:00pm - 3:55am,2023-05-10,2023-05-19,7h 55m (1 stop),1h 35m in Manama (BAH),Gulf Air,492
Lahore,Jeddah,10:00pm - 8:30pm,2023-05-10,2023-05-19,24h 30m (1 stop),18h 10m in Manama (BAH),Gulf Air,492
Lahore,Dammam,2:35am - 11:10am,2023-05-10,2023-05-19,10h 35m (1 stop),3h 15m in Jeddah (JED),Saudi Arabian Airlines,409
Lahore,Dammam,2:35am - 1:10pm,2023-05-10,2023-05-19,12h 35m (1 stop),5h 15m in Jeddah (JED),Saudi Arabian Airlines,409
Lahore,Dammam,2:35am - 3:00pm,2023-05-10,2023-05-19,14h 25m (1 stop),7h 15m in Jeddah (JED),Saudi Arabian Airlines,409
Lahore,Dubai,5:00pm - 3:15pm,2023-05-10,2023-05-19,23h 15m (1 stop),19h 10m in Karachi (KHI),Pakistan International Airlines,429
Lahore,Dubai,5:00pm - 11:45pm,2023-05-10,2023-05-19,7h 45m (1 stop),3h 45m in Karachi (KHI),Multiple airlines,441
Lahore,Dubai,5:00pm - 3:45am,2023-05-10,2023-05-19,11h 45m (1 stop),8h in Karachi (KHI),Multiple airlines,441
Lahore,Abu Dhabi,10:00pm - 11:50am,2023-05-10,2023-05-19,14h 50m (1 stop),9h 45m in Manama (BAH),Gulf Air,428
Lahore,Abu Dhabi,10:00pm - 10:55pm,2023-05-10,2023-05-19,25h 55m (1 stop),20h 45m in Manama (BAH),Gulf Air,428
Lahore,Abu Dhabi,2:35am - 2:25pm,2023-05-10,2023-05-19,12h 50m (1 stop),4h 40m in Jeddah (JED),Saudi Arabian Airlines,464
Lahore,London,2:35am - 2:00pm,2023-05-10,2023-05-19,15h 25m (1 stop),3h 45m in Jeddah (JED),Saudi Arabian Airlines,974
Lahore,London,9:25am - 7:00am,2023-05-10,2023-05-19,25h 35m (1 stop),14h 15m in Doha (DOH),Qatar Airways,976
Lahore,London,3:30am - 7:00am,2023-05-10,2023-05-19,31h 30m (1 stop),20h 10m in Doha (DOH),Qatar Airways,976
Lahore,Manchester,10:00pm - 7:15am,2023-05-10,2023-05-19,13h 15m (1 stop),2h 15m in Manama (BAH),Gulf Air,1014
Lahore,Manchester,4:50am - 6:55am,2023-05-10,2023-05-19,30h 5m (1 stop),19h in Abu Dhabi (AUH),Etihad Airways,1082
Lahore,Manchester,5:35am - 9:55am,2023-05-10,2023-05-19,32h 20m (1 stop),21h 40m in Istanbul (IST),Pakistan International Airlines ,1123
Lahore,New York,9:40am - 9:00am,2023-05-10,2023-05-19,32h 20m (2 stops),3h in Muscat (MCT) - 11h 10m in Cairo (CAI),Multiple airlines,1416
Lahore,New York,9:40am - 9:00am,2023-05-10,2023-05-19,32h 20m (2 stops),9h 45m in Muscat (MCT) - 3h 25m in Cairo (CAI),Multiple airlines,1416
Lahore,New York,10:00pm - 1:20pm,2023-05-10,2023-05-19,24h 20m (2 stops),2h 5m in Manama (BAH) - 3h 35m in London (LHR),Gulf Air ,1480
Lahore,Chicago,9:40am - 12:35pm,2023-05-10,2023-05-19,36h 55m (2 stops),2h 40m in Muscat (MCT) - 14h 25m in Z-rich (ZRH),Multiple airlines ,1202
Lahore,Chicago,9:40am - 12:45pm,2023-05-10,2023-05-19,37h 5m (2 stops),2h 40m in Muscat (MCT) - 14h 25m in Z-rich (ZRH),Multiple airlines,1202
Lahore,Chicago,9:40am - 2:10pm,2023-05-10,2023-05-19,38h 30m (2 stops),2h 35m in Muscat (MCT) - 16h 30m in Munich (MUC),Multiple airlines,1221
Multan,Toronto,10:50am - 8:05am,2023-05-10,2023-05-19,30h 15m (1 stop),13h 10m in Dubai (DXB),Multiple airlines,2034
Multan,Toronto,3:00am - 8:05am,2023-05-10,2023-05-19,38h 5m (1 stop),20h 50m in Dubai (DXB),Multiple airlines,2034
Multan,Toronto,3:45am - 11:29pm,2023-05-10,2023-05-19,28h 44m (2 stops),2h 40m in Doha (DOH) - 3h 34m in Miami (MIA),American Airlines ,2136
Multan,Vancouver,3:45am - 3:39pm,2023-05-10,2023-05-19,23h 54m (2 stops),2h 30m in Doha (DOH) - 2h 10m in Seattle (SEA),Multiple airlines ,2045
Multan,Vancouver,3:45am - 5:04pm,2023-05-10,2023-05-19,25h 19m (2 stops),2h 30m in Doha (DOH) - 3h 35m in Seattle (SEA),Multiple airlines ,2045
Multan,Vancouver,3:45am - 7:34pm,2023-05-10,2023-05-19,27h 49m (2 stops),2h 30m in Doha (DOH) - 6h 5m in Seattle (SEA),Multiple airlines ,2045
Multan,Montreal,10:50am - 2:17pm,2023-05-10,2023-05-19,36h 27m (2 stops),13h 10m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Multiple airlines,2071
Multan,Montreal,10:50am - 6:17pm,2023-05-10,2023-05-19,40h 27m (2 stops),13h 10m in Dubai (DXB) - 8h 55m in Toronto (YYZ),Multiple airlines,2071
Multan,Montreal,3:00am - 2:17pm,2023-05-10,2023-05-19,44h 17m (2 stops),20h 50m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Multiple airlines,2071
Multan,Edmonton,10:50am - 5:05pm,2023-05-10,2023-05-19,41h 15m (2 stops),13h 10m in Dubai (DXB) - 6h 45m in Toronto (YYZ),Multiple airlines,2124
Multan,Edmonton,10:50am - 6:45pm,2023-05-10,2023-05-19,42h 55m (2 stops),13h 10m in Dubai (DXB) - 8h 25m in Toronto (YYZ),Multiple airlines,2124
Multan,Edmonton,10:50am - 10:00pm,2023-05-10,2023-05-19,46h 10m (2 stops),13h 10m in Dubai (DXB) - 11h 40m in Toronto (YYZ),Multiple airlines,2124
Multan,Halifax,10:50am - 4:25pm,2023-05-10,2023-05-19,37h 35m (2 stops),13h 10m in Dubai (DXB) - 5h 15m in Toronto (YYZ),Multiple airlines,2101
Multan,Halifax,10:50am - 7:15pm,2023-05-10,2023-05-19,40h 25m (2 stops),13h 10m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Multiple airlines,2101
Multan,Halifax,10:50am - 9:30pm,2023-05-10,2023-05-19,42h 40m (2 stops),13h 10m in Dubai (DXB) - 10h 20m in Toronto (YYZ),Multiple airlines,2101
